"id","codigo_prc","codigo_alt","codigo_man","codigo_gru","codigo_qui","valor_unid","numero_uni","identifica","nom_proced","valor_tar1","valor_tar6","codigo_liq","codigo_rip","estado_act"
"1430","864203","864203","3","0","0","100","0",,"RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL Y/O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL  ENTRE DOS A TRES CENTIMETROS","0","0","H","45",
"1431","864204","864204","3","0","0","100","0",,"RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL Y/O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL  ENTRE TRES A CINCO CENTIMETROS","0","0","H","45",
"1432","864205","864205","3","0","0","100","0",,"RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL Y/O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL   DE MAS DE CINCO CENTIMETROS","0","0","H","45",
"1433","274202","274202","3","0","0","100","0",,"RESECCION PARCIAL DE LABIO POR TUMOR MALIGNO  CON ROTACION DE COLGAJO","0","0","H","45",
"1434","274203","274203","3","0","0","100","0",,"RESECCION TOTAL DE LABIO POR TUMOR MALIGNO     368","0","0","H","45",
"1435","275101","275101","3","0","0","100","0",,"SUTURA O REPARACION DE LACERACION  HERIDA  HASTA DE CINCO CENTIMETROS EN LABIOS","0","0","H","45",
"1436","865202","865202","3","0","0","100","0",,"SUTURA DE HERIDA UNICA DE CARA  SIN  COMPROMISO DE  LABIOS Y/O PARPADOS","0","0","H","45",
"1437","168100","168100","3","0","0","100","0",,"REPARACION DE HERIDA DE ORBITA SOD","0","0","H","45",
"1438","275102","275102","3","0","0","100","0",,"SUTURA O REPARACION DE LACERACION  HERIDA  DE M┴S DE CINCO CENTIMETROS EN LABIOS","0","0","H","45",
"1439","865204","865204","3","0","0","100","0",,"SUTURA DE HERIDA MULTIPLE DE CARA  NCOC","0","0","H","45",
"1440","865203","865203","3","0","0","100","0",,"SUTURA DE HERIDA UNICA DE PLIEGUES DE FLEXION  GENITALES  MANOS Y PIES","0","0","H","45",
"1441","865207","865207","3","0","0","100","0",,"SUTURA DE HERIDA PARCIAL DE CUERO CABELLUDO   ESCALPE","0","0","H","45",
"1442","M15215","M15215","3","0","0","0","0",,"SUTURA EN AVULSION TOTAL DE CUERO CABELLUDO  ESCALPE","0","0","H","45",
"1443","865208","865208","3","0","0","100","0",,"SUTURA DE AVULSION EN  PABELLON AURICULAR  NARIZ  LABIOS  PARPADOS O GENITALES","0","0","H","45",
"1444","278400","278400","3","0","0","100","0",,"CORRECCION DE MACRO O MICROSTOMA SOD","0","0","H","45",
"1445","275401","275401","3","0","0","100","0",,"CORRECCION PARCIAL DE LABIO FISURADO POR ADHESION","0","0","H","45",
"1446","275402","275402","3","0","0","100","0",,"CORRECCION PRIMARIA DE LABIO FISURADO  UNILATERAL","0","0","H","45",
"1447","275403","275403","3","0","0","100","0",,"CORRECCION SECUNDARIA DE LABIO FISURADO UNILATERAL","0","0","H","45",
"1448","275404","275404","3","0","0","100","0",,"CORRECCION DE LABIO FISURADO BILATERAL NCOC","0","0","H","45",
"1449","276205","276205","3","0","0","0","0",,"CORRECCION DE FISURA PALATINA   CON COLGAJO VOMERIANO","0","0","H","45",
"1450","278301","278301","3","0","0","100","0",,"CIERRE VELOFARINGEO CON COLGAJO FARINGEO","0","0","H","45",
"1451","218904","218904","3","0","0","100","0",,"RINOQUEILOPLASTIA   CORRECCION DE SECUELA DE NARIZ FISURADA","0","0","H","45",
"1452","123701","123701","3","0","0","100","0",,"REPARACION DE COLOBOMA DEL IRIS     223","0","0","H","45",
"1453","274100","274100","3","0","0","100","0",,"FRENILLECTOMIA LABIAL SOD","0","0","H","45",
"1454","764601","764601","3","0","0","100","0",,"RETROPOSICION QUIRURGICA DE LA PREMAXILA","0","0","H","45",
"1455","274400","274400","3","0","0","100","0",,"RESECCION DE FOSETAS LABIALES SOD","0","0","H","45",
"1456","187103","187103","3","0","0","100","0",,"RECONSTRUCCION POR AGENESIA DE LA AURICULA  PRIMER TIEMPO  CON IMPLANTE ALOPLASTICO","0","0","H","45",
"1457","187104","187104","3","0","0","100","0",,"RECONSTRUCCION POR AGENESIA DE LA AURICULA   PRIMER TIEMPO   CON INJERTO DE CARTILAGO COSTAL","0","0","H","45",
"1458","187105","187105","3","0","0","100","0",,"RECONSTRUCCION POR AGENESIA DE LA AURICULA  TRANSPOSICION DEL LOBULO EN MICROTIA  SEGUNDO TIEMPO","0","0","H","45",
"1459","187106","187106","3","0","0","100","0",,"RECONSTRUCCION POR AGENESIA DE LA AURICULA CON RECONSTRUCCION DEL TRAGO Y SURCO RETROAURICULAR  TERCER TIEMPO","0","0","H","45",
"1460","275500","275500","3","0","0","100","0",,"INJERTO DE PIEL DE GROSOR TOTAL APLICADO AL LABIO  Y CAVIDAD BUCAL SOD","0","0","H","45",
"1461","275701","275701","3","0","0","100","0",,"INJERTO DE PIEL EN LABIOS CON ADHESION DE COLGAJO PEDICULADO","0","0","H","45",
"1462","866120","866120","3","0","0","100","0",,"INJERTO DE PIEL PARCIAL EN AREA ESPECIAL HASTA EL CINCO 5% DE SUPERFICIE CORPORAL TOTAL   109","0","0","H","45",
"1463","866220","866220","3","0","0","100","0",,"INJERTO DE PIEL TOTAL LIBRE EN AREA ESPECIAL HASTA EL CINCO 5% DE SUPERFICIE CORPORAL TOTAL     109","0","0","H","45",
"1464","866121","866121","3","0","0","100","0",,"INJERTO DE PIEL PARCIAL EN  AREA ESPECIAL DE MAS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL     109","0","0","H","45",
"1465","866221","866221","3","0","0","100","0",,"INJERTO DE PIEL TOTAL LIBRE EN  AREA ESPECIAL MAS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL     109","0","0","H","45",
"1466","866300","866300","3","0","0","100","0",,"INJERTO CONDROCUTANEO SOD","0","0","H","45",
"1467","826920","826920","3","0","0","100","0",,"INJERTOS AL PULGAR  OSEO Y PEDICULO DE PIEL","0","0","H","45",
"1468","866401","866401","3","0","0","100","0",,"INJERTO DE CUERO CABELLUDO  EN ALOPECIA SECUELA POST-TRAUMA      109","0","0","H","45",
"1469","768100","768100","3","0","0","100","0",,"INJERTO OSEO EN HUESO FACIAL SOD","0","0","H","45",
"1470","275601","275601","3","0","0","0","0",,"LIPOINJERTO EN CARA","0","0","H","45",
"1471","867101","867101","3","0","0","100","0",,"COLGAJO  UNICO DE CUERO CABELLUDO","0","0","H","45",
"1472","867102","867102","3","0","0","100","0",,"COLGAJO MULTIPLE  DE CUERO CABELLUDO","0","0","H","45",
"1473","867103","867103","3","0","0","100","0",,"COLGAJO CUTANEO A DISTANCIA  EN VARIOS TIEMPOS","0","0","H","45",
"1474","867104","867104","3","0","0","100","0",,"COLGAJO COMPUESTO  A DISTANCIA  EN VARIOS TIEMPOS","0","0","H","45",
"1475","867201","867201","3","0","0","100","0",,"COLGAJO LOCAL DE PIEL COMPUESTO DE VECINDAD  HASTA DE DOS CENTIMETROS CUADRADOS","0","0","H","45",
"1476","867202","867202","3","0","0","100","0",,"COLGAJO LOCAL DE PIEL COMPUESTO DE VECINDAD ENTRE DOS A CINCO CENTIMETROS CUADRADOS","0","0","H","45",
"1477","867203","867203","3","0","0","100","0",,"COLGAJO LOCAL DE PIEL COMPUESTO DE VECINDAD ENTRE CINCO A DIEZ CENTIMETROS CUADRADOS","0","0","H","45",
"1478","867300","867300","3","0","0","0","0",,"DIFERIMIENTO DE CUALQUIER COLGAJO  DELAY  SOD","0","0","H","45",
"1479","867106","867106","3","0","0","100","0",,"COLGAJO LIBRE COMPUESTO CON TECNICA MICROVASCULAR     327","0","0","H","45",
"1480","867106","867106","3","0","0","100","0",,"COLGAJO LIBRE COMPUESTO CON TECNICA MICROVASCULAR     327","0","0","H","45",
"1481","867107","867107","3","0","0","100","0",,"COLGAJO NEUROVASCULAR   EN ISLA","0","0","H","45",
"1482","185101","185101","3","0","0","100","0",,"OTOPLASTIA SIN REDUCCION DE TAMAÐO","0","0","H","45",
"1483","187101","187101","3","0","0","100","0",,"RECONSTRUCCION PROTESICA DE AURICULA","0","0","H","45",
"1484","187200","187200","3","0","0","100","0",,"REIMPLANTE DE AURICULA   PABELLON AURICULAR  SOD","0","0","H","45",
"1485","218304","218304","3","0","0","100","0",,"RECONSTRUCCION PROTESICA DE NARIZ CON MINIPLACAS DE FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS      137","0","0","H","45",
"1486","218301","218301","3","0","0","100","0",,"RECONSTRUCCION  NASAL TOTAL CON INJERTO","0","0","H","45",
"1487","218901","218901","3","0","0","100","0",,"REIMPLANTACION DE NARIZ AMPUTADA","0","0","H","45",
"1488","218302","218302","3","0","0","100","0",,"RECONSTRUCCION NASAL TOTAL CON COLGAJO FRONTAL","0","0","H","45",
"1489","853100","853100","3","0","0","0","0",,"MAMOPLASTIA DE REDUCCION  SOD","0","0","H","45",
"1490","857200","857200","3","0","0","100","0",,"RECONSTRUCCION DE MAMA CON COLGAJO SOD","0","0","H","45",
"1491","857100","857100","3","0","0","0","0",,"RECONSTRUCCION DE MAMA CON PROTESIS SOD","0","0","H","45",
"1492","858701","858701","3","0","0","100","0",,"RECONSTRUCCION DEL COMPLEJO AREOLA  PEZON     225","0","0","H","45",
"1493","859400","859400","3","0","0","0","0",,"EXTRACCION DE IMPLANTE DE MAMA SOD","0","0","H","45",
"1494","862702","862702","3","0","0","100","0",,"MATRICECTOMIA PARCIAL","0","0","H","45",
"1495","861103","861103","3","0","0","0","0",,"DRENAJE DE HEMATOMA SUBUNGUEAL  POR INCISION O ASPIRACION","0","0","H","45",
"1496","865210","865210","3","0","0","0","0",,"SUTURA DE MATRIZ UNGUEAL","0","0","H","45",
"1497","868603","868603","3","0","0","0","0",,"RECONSTRUCCION DEL LECHO UNGUEAL CON INJERTO DE MATRIZ UNGUEAL   32","0","0","H","45",
"1498","868604","868604","3","0","0","0","0",,"RECONSTRUCCION DE MATRIZ UNGUEAL CON INJERTO COMPUESTO     32","0","0","H","45",
"1499","084200","084200","3","0","0","100","0",,"CORRECCION DE ENTROPION  CON INJERTO SOD","0","0","H","45",
"1500","084300","084300","3","0","0","100","0",,"CORRECCION DE ECTROPION  CON INJERTO SOD","0","0","Q1","45",
"1501","862201","862201","3","0","0","100","0",,"DESBRIDAMIENTO ESCISIONAL  POR LESION SUPERFICIAL  EN  AREA ESPECIAL DE MENOS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL","0","0","H","45",
"1502","862202","862202","3","0","0","100","0",,"DESBRIDAMIENTO ESCISIONAL  POR LESION SUPERFICIAL  EN  AREA ESPECIAL DE  MAS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL","0","0","H","45",
"1503","862301","862301","3","0","0","100","0",,"DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS  EN  AREA ESPECIAL DE MENOS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL","0","0","H","45",
"1504","862302","862302","3","0","0","100","0",,"DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS  EN  AREA ESPECIAL DE MAS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL","0","0","H","45",
"1505","868102","868102","3","0","0","100","0",,"RESECCION SIMPLE DE CICATRIZ EN AREA ESPECIAL","0","0","H","45",
"1506","868104","868104","3","0","0","100","0",,"RESECCION DE CICATRIZ HIPERTROFICA O QUELOIDE  EN AREA ESPECIAL","0","0","H","45",
"1507","868510","868510","3","0","0","100","0",,"PLASTIA EN Z O W  EN ZONAS DE FLEXION     168","0","0","H","45",
"1508","868501","868501","3","0","0","100","0",,"PLASTIA EN Z  O W  EN ┴REA ESPECIAL   CARA  CUELLO  MANOS  PIES  PLIEGUES DE FLEXION  GENITALES   ENTRE UNO A DOS","0","0","H","45",
"1509","868502","868502","3","0","0","100","0",,"PLASTIA EN Z  O W  EN ┴REA ESPECIAL   CARA  CUELLO  MANOS  PIES  PLIEGUES DE FLEXION  GENITALES   ENTRE TRES A CINCO","0","0","H","45",
"1510","868503","868503","3","0","0","100","0",,"PLASTIA EN Z  O W  EN ┴REA ESPECIAL   CARA  CUELLO  MANOS  PIES  PLIEGUES DE FLEXION  GENITALES   MAS DE CINCO","0","0","H","45",
"1511","862502","862502","3","0","0","100","0",,"DERMOABRASION  QUIMICA Y/O MECANICA  DE AREA ESPECIAL   CUERO CABELLUDO   CUELLO  MANOS  PIES  PLIEGUES DE FLEXION  GENITALES","0","0","H","45",
"1512","862503","862503","3","0","0","100","0",,"DERMOABRASION PARCIAL DE CARA   QUIMICA Y/O MECANICA","0","0","H","45",
"1513","862504","862504","3","0","0","100","0",,"DERMOABRASION TOTAL  DE CARA  QUIMICA Y/O MECANICA","0","0","H","45",
"1514","868602","868602","3","0","0","0","0",,"REPOSICION UÐA DE POLIETILENO","0","0","H","45",
"1515","861410","861410","3","0","0","0","0",,"TATUAJE INTRADERMICO O INYECCION DE PIGMENTOS OPACOS INSOLUBLES","0","0","H","45",
"1516","777103","777103","3","0","0","0","0",,"TOMA DE INJERTO OSEO DE COSTILLA  COSTOCONDRAL  O ESTERNON","0","0","H","45",
"1517","015501","015501","3","0","0","0","0",,"TOMA DE INJERTO OSEO DE CRANEO","0","0","H","45",
"1518","269301","269301","3","0","0","0","0",,"CATETERIZACION Y SIALOMETRIA","0","0","H","45",
"1519","260200","260200","3","0","0","100","0",,"EXPLORACION DE GL┴NDULA SALIVAL SOD","0","0","H","45",
"1520","269100","269100","3","0","0","100","0",,"EXPLORACION DE CONDUCTO SALIVAL SOD","0","0","H","45",
"1521","260300","260300","3","0","0","100","0",,"DRENAJE DE GL┴NDULA SALIVAL SOD","0","0","H","45",
"1522","262901","262901","3","0","0","100","0",,"RESECCION DE MUCOCELE DE GLANDULA SALIVAL","0","0","H","45",
"1523","261201","261201","3","0","0","100","0",,"BIOPSIA ESCISIONAL DE GLANDULA SALIVAL MENOR  CON CONDUCTO SALIVAL","0","0","H","45",
"1524","263203","263203","3","0","0","100","0",,"SIALOADENECTOMIA DE GLANDULA SUBLINGUAL","0","0","H","45",
"1525","263205","263205","3","0","0","100","0",,"SIALOADENECTOMIA  DE GLANDULAS PALATINAS","0","0","H","45",
"1526","262101","262101","3","0","0","100","0",,"MARSUPIALIZACION DE LA R┴NULA","0","0","H","45",
"1527","263100","263100","3","0","0","100","0",,"SIALOADENECTOMIA PARCIAL SOD","0","0","H","45",
"1528","263101","263101","3","0","0","100","0",,"PAROTIDECTOMIA DEL LOBULO SUPERFICIAL","0","0","H","45",
"1529","263201","263201","3","0","0","100","0",,"PAROTIDECTOMIA TOTAL","0","0","H","45",
"1530","263202","263202","3","0","0","100","0",,"PAROTIDECTOMIA TOTAL CONSERVADORA DEL  VII PAR CRANEAL","0","0","H","45",
"1531","264200","264200","3","0","0","100","0",,"CIERRE O REPARACION DE FISTULA SALIVAL SOD","0","0","H","45",
"1532","264201","264201","3","0","0","100","0",,"CIERRE O REPARACION DE FISTULA SALIVAL CON INJERTO","0","0","H","45",
"1533","260100","260100","3","0","0","100","0",,"SIALOLITOTOMIA SOD","0","0","H","45",
"1534","264901","264901","3","0","0","100","0",,"SIALOPLASTIA  REPARACION DEL CONDUCTO   CON INJERTO","0","0","H","45",
"1535","264902","264902","3","0","0","100","0",,"FISTULIZACION DE GL┴NDULA SALIVAL","0","0","H","45",
"1536","263204","263204","3","0","0","100","0",,"SIALOADENECTOMIA  DE GLANDULA SUBMAXILAR  SUBMANDIBULAR","0","0","H","45",
"1537","270101","270101","3","0","0","100","0",,"INCISION Y DRENAJE INTRAORAL EN CAVIDAD BUCAL","0","0","H","45",
"1538","271100","271100","3","0","0","100","0",,"DRENAJE DE COLECCION DE PALADAR SOD","0","0","H","45",
"1539","256301","256301","3","0","0","100","0",,"DRENAJE DE COLECCION EN LENGUA","0","0","H","45",
"1540","270102","270102","3","0","0","100","0",,"INCISION Y DRENAJE EXTRAORAL EN CAVIDAD BUCAL","0","0","H","45",
"1541","760101","760101","3","0","0","100","0",,"SECUESTRECTOMIA INTRAORAL  CON FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS","0","0","H","45",
"1542","760102","760102","3","0","0","100","0",,"SECUESTRECTOMIA EXTRAORAL CON FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS","0","0","H","45",
"1543","760902","760902","3","0","0","100","0",,"DECORTICACION O CURETAJE OSEO  EN HUESO FACIAL","0","0","H","45",
"1544","251000","251000","3","0","0","100","0",,"RESECCION DE LESION SUPERFICIAL EN LA LENGUA SOD","0","0","H","45",
"1545","250203","250203","3","0","0","100","0",,"BIOPSIA ESCISIONAL DE LENGUA","0","0","H","45",
"1546","255100","255100","3","0","0","100","0",,"SUTURA DE LACERACION DE LENGUA  GLOSORRAFIA  SOD","0","0","H","45",
"1547","255902","255902","3","0","0","100","0",,"GLOSOPEXIA","0","0","H","45",
"1548","255903","255903","3","0","0","100","0",,"PLASTIA DE FRENILLO LINGUAL     161","0","0","H","45",
"1549","252000","252000","3","0","0","100","0",,"RESECCION DE LENGUA EN CUÐA SOD","0","0","H","45",
"1550","252501","252501","3","0","0","100","0",,"HEMIGLOSECTOMIA CON CIERRE PRIMARIO","0","0","H","45",
"1551","252502","252502","3","0","0","100","0",,"HEMIGLOSECTOMIA CON COLGAJO PEDICULADO","0","0","H","45",
"1552","253000","253000","3","0","0","100","0",,"GLOSECTOMIA TOTAL SIN RESECCION MANDIBULAR Y RECONSTRUCCION CON COLGAJO PEDICULADO SOD","0","0","H","45",
"1553","254000","254000","3","0","0","100","0",,"GLOSECTOMIA RADICAL SOD","0","0","H","45",
"1554","M16231","M16231","3","0","0","0","0",,"UVULORRAFIA","0","0","H","45",
"1555","277201","277201","3","0","0","100","0",,"RESECCION PARCIAL DE UVULA","0","0","H","45",
"1556","255901","255901","3","0","0","100","0",,"GLOSOPLASTIA CON INJERTO CUT┴NEO O MUCOSO","0","0","H","45",
"1557","251100","251100","3","0","0","100","0",,"RESECCION DE LESION PROFUNDA EN LA LENGUA SOD","0","0","H","45",
"1558","273101","273101","3","0","0","100","0",,"ESCISION DE LESION SUPERFICIAL DE PALADAR","0","0","H","45",
"1559","273201","273201","3","0","0","100","0",,"ESCISION DE LESION PROFUNDA DE PALADAR   33","0","0","H","45",
"1560","273202","273202","3","0","0","100","0",,"RESECCION EN BLOQUE DE APOFISIS ALVEOLAR Y PALADAR     33","0","0","H","45",
"1561","273203","273203","3","0","0","100","0",,"PALATECTOMIA PARCIAL NCOC     33","0","0","H","45",
"1562","273204","273204","3","0","0","100","0",,"PALATECTOMIA TOTAL     33","0","0","H","45",
"1563","276101","276101","3","0","0","100","0",,"PALATORRAFIA EN Z  FURLOW      226","0","0","H","45",
"1564","276200","276200","3","0","0","0","0",,"CORRECCION DE PALADAR FISURADO  ESTAFILORRAFIA  SOD","0","0","H","45",
"1565","276201","276201","3","0","0","100","0",,"CORRECCION DE HENDIDURA ALVEOLOPALATINA","0","0","H","45",
"1566","276207","276207","3","0","0","100","0",,"UVULO-PALATO-FARINGOPLASTIA","0","0","H","45",
"1567","276206","276206","3","0","0","100","0",,"INJERTO OSEO DE PALADAR","0","0","H","45",
"1568","243201","243201","3","0","0","100","0",,"SUTURA DE LACERACION DE ENCIA  MENOR DE TRES CENTIMETROS","0","0","H","45",
"1569","243202","243202","3","0","0","100","0",,"SUTURA DE LACERACION DE ENCIA  MAYOR DE TRES CENTIMETROS","0","0","H","45",
"1570","275201","275201","3","0","0","100","0",,"ESTOMATORRAFIA  SUTURA DE HERIDA EN MUCOSA ORAL    DE MENOS DE CINCO CENTIMETROS","0","0","H","45",
"1571","275202","275202","3","0","0","100","0",,"ESTOMATORRAFIA  SUTURA DE HERIDA EN MUCOSA ORAL    DE MAS DE CINCO CENTIMETROS","0","0","H","45",
"1572","274901","274901","3","0","0","100","0",,"REMOCION DE CUERPO EXTRAÐO EN TEJIDOS BLANDOS DE LA BOCA","0","0","H","45",
"1573","241102","241102","3","0","0","100","0",,"BIOPSIA ESCISIONAL DE ENCIA  CON CIERRE PRIMARIO","0","0","H","45",
"1574","274301","274301","3","0","0","100","0",,"RESECCION DE LESION BENIGNA DE LA MUCOSA ORAL  HASTA DE DOS CENTIMETROS DE DI┴METRO  2","0","0","H","45",
"1575","241103","241103","3","0","0","100","0",,"BIOPSIA  ESCISIONAL DE ENCIA Y RECUBRIMIENTO CON COLGAJO O INJERTO","0","0","H","45",
"1576","274302","274302","3","0","0","100","0",,"RESECCION DE LESION BENIGNA DE LA MUCOSA ORAL   MAYOR DE  DOS CENTIMETROS DE DI┴METRO       2","0","0","H","45",
"1577","274303","274303","3","0","0","100","0",,"RESECCION DE TUMOR MALIGNO DE MUCOSA ORAL      2","0","0","H","45",
"1578","274304","274304","3","0","0","100","0",,"RESECCION DE TUMOR MALIGNO DE MUCOSA ORAL  CON COLGAJO LOCAL O A DISTANCIA       2","0","0","H","45",
"1579","275301","275301","3","0","0","100","0",,"RESECCION INTRAORAL DE FISTULA DE BOCA","0","0","H","45",
"1580","275302","275302","3","0","0","100","0",,"RESECCION EXTRAORAL DE FISTULA DE BOCA","0","0","H","45",
"1581","275303","275303","3","0","0","100","0",,"CIERRE DE FISTULA OROSINUSAL U ORONASAL  CON COLGAJO PALATINO  LINGUAL O BUCAL","0","0","H","45",
"1582","275304","275304","3","0","0","100","0",,"CIERRE DE FISTULA OROSINUSAL CON SINUSOTOMIA  CON O SIN REMOCION DE 'CUERPO  EXTRAÐO O COLGAJO PALATINO  LINGUAL O BUCAL","0","0","H","45",
"1583","276204","276204","3","0","0","100","0",,"RECONSTRUCCION DE BOVEDA PALATINA MEDIANTE COLGAJOS PEDICULADOS","0","0","H","45",
"1584","830233","830233","3","0","0","100","0",,"MIOTOMIA DE MASETERO","0","0","H","45",
"1585","830231","830231","3","0","0","100","0",,"MIOTOMIA  DELTEMPORAL","0","0","H","45",
"1586","830232","830232","3","0","0","100","0",,"MIOTOMIA PTERIGOIDEO","0","0","H","45",
"1587","766605","766605","3","0","0","100","0",,"CORTICOTOMIA  TIPO LEFORT I  DISYUNCION PALATINA","0","0","H","45",
"1588","766202","766202","3","0","0","100","0",,"OSTEOTOMIA RAMA MANDIBULAR VIA TRANSCUTANEA  CON FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS      163","0","0","H","45",
"1589","766302","766302","3","0","0","100","0",,"OSTEOTOMIA DE CUERPO MANDIBULAR VIA TRANSCUTANEA  CON FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS      163","0","0","H","45",
"1590","766100","766100","3","0","0","100","0",,"OSTEOPLASTIA CERRADA  OSTEOTOMIA  DE RAMA MANDIBULAR SOD","0","0","H","45",
"1591","766201","766201","3","0","0","100","0",,"OSTEOTOMIA DE RAMA MANDIBULAR VIA TRANS MUCOSA  CON FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS","0","0","H","45",
"1592","766601","766601","3","0","0","100","0",,"OSTEOTOMIA LEFORT I  CON FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS","0","0","H","45",
"1593","766603","766603","3","0","0","100","0",,"OSTEOTOMIA LEFORT II  CON FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS","0","0","H","45",
"1594","766604","766604","3","0","0","100","0",,"OSTEOMIA LEFORT III  CON FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS","0","0","H","45",
"1595","766403","766403","3","0","0","100","0",,"OSTEOTOMIA DE MENTON  CON FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS","0","0","H","45",
"1596","M16315","M16315","3","0","0","100","0",,"OSTEOTOMIA MANDIBULAR POR SEUDOARTROSIS  INCLUYE CORRECCION DE ANQUILOSIS CON O SIN APLICACION DE PROTESIS","0","0","H","45",
"1597","766501","766501","3","0","0","100","0",,"OSTEOTOMIA LEFORT I SEGMENTARIA  CON FIJACION INTERNA  DISPOSITIVOS DE FIJACION U OSTEOSINTESIS","0","0","H","45",
"1598","763101","763101","3","0","0","100","0",,"MANDIBULECTOMIA PARCIAL SIMPLE  MARGINAL","0","0","H","45",
"1599","763102","763102","3","0","0","100","0",,"MANDIBULECTOMIA PARCIAL SIMPLE  SEGMENTARIA","0","0","H","45",
"1600","763103","763103","3","0","0","100","0",,"HEMIMANDIBULECTOMIA SIN DESARTICULACION","0","0","H","45",
"1601","763104","763104","3","0","0","100","0",,"HEMIMANDIBULECTOMIA CON DESARTICULACION","0","0","H","45",
"1602","763903","763903","3","0","0","100","0",,"HEMIMAXILECTOMIA","0","0","H","45",
"1603","M16312","M16312","3","0","0","100","0",,"MANDIBULECTOMIA PARCIAL CON RECONSTRUCCION","0","0","H","45",
"1604","764201","764201","3","0","0","0","0",,"MANDIBULECTOMIA TOTAL SIN RECONSTRUCCION OSEA","0","0","H","45",
"1605","764101","764101","3","0","0","0","0",,"MANDIBULECTOMIA TOTAL CON RECONSTRUCCION OSEA","0","0","H","45",
"1606","764401","764401","3","0","0","100","0",,"RESECCION PARCIAL MAXILAR CON RECONSTRUCCION SIMULTANEA","0","0","H","45",
"1607","763901","763901","3","0","0","100","0",,"RESECCION PARCIAL MAXILAR SIN RECONSTRUCCION","0","0","H","45",
"1608","764301","764301","3","0","0","100","0",,"RECONSTRUCCION MANDIBULAR  TOTAL O PARCIAL   CON MATERIAL DE DISPOSITIVOS DE FIJACION  OSTEOSINTESIS","0","0","H","45",
"1609","764302","764302","3","0","0","100","0",,"RECONSTRUCCION MANDIBULAR   TOTAL O PARCIAL  CON INJERTO OSEO AUTOLOGO O HETEROLOGO   32","0","0","H","45",
"1610","764303","764303","3","0","0","100","0",,"RECONSTRUCCION MANDIBULAR   TOTAL O PARCIAL   CON INJERTO LIBRE OSEO AUTOLOGO O HETEROLOGO     32","0","0","H","45",
"1611","764304","764304","3","0","0","100","0",,"RECONSTRUCCION MANDIBULAR   TOTAL O PARCIAL   CON INJERTO OSEO AUTOLOGO O HETEROLOGO  COLGAJO PEDICULADO     32","0","0","H","45",
"1612","764305","764305","3","0","0","100","0",,"RECONSTRUCCION MANDIBULAR    TOTAL O PARCIAL   CON INJERTO OSEO VASCULARIZADO AUTOLOGO O HETEROLOGO     32","0","0","H","45",
"1613","764402","764402","3","0","0","100","0",,"RESECCION TOTAL DE MAXILAR CON RECONSTRUCCION SIMULTANEA     32","0","0","H","45",
"1614","768801","768801","3","0","0","100","0",,"ARTRECTOMIA  TEMPOROMANDIBULAR","0","0","H","45",
"1615","761201","761201","3","0","0","100","0",,"ARTROCENTESIS DIAGNOSTICA DE ARTICULACION TEMPOROMANDIBULAR","0","0","H","45",
"1616","768301","768301","3","0","0","0","0",,"REDUCCION CERRADA LUXACION ARTICULACION TEMPORO MANDIBULAR","0","0","H","45",
"1617","768302","768302","3","0","0","0","0",,"REDUCCION CERRADA LUXACION ARTICULACION TEMPORO MANDIBULAR CON FIJACION INTERMAXILAR","0","0","H","45",
"1618","768401","768401","3","0","0","0","0",,"REDUCCION ABIERTA DE  LUXACION TEMPOROMANDIBULAR RECIDIVANTE POR CONDILECTOMIA DEL TEMPORAL","0","0","H","45",
"1619","765201","765201","3","0","0","100","0",,"MENISECTOMIA TEMPOROMANDIBULAR CON INJERTO","0","0","H","45",
"1620","765105","765105","3","0","0","100","0",,"MENISCOPEXIA TEMPOROMANDIBULAR  POR VIA EXTERNA     227","0","0","H","45",
"1621","765101","765101","3","0","0","100","0",,"MENISCOPEXIA TEMPOROMANDIBULAR POR VIA ENDOSCOPICA","0","0","H","45",
