"id","codigo_cum","codigo_atc","codigo_tip","clase_prod","clase_apli","nombre_far","nombre_gen","presentacion","unidad_med","unidad_int","concentrac","via_admini","referencia","reg_invima","valor_cost","valor_coiv","valor_vent","codtip_ser","porce_iva","porce_incr","saldo_actu","idcod_cent","realizar_m","estado_act"
"164",,,"3","3","1","PROLENE 5/0 E-13 REF 8720","PROLENE 5/0 E-13 REF 8720",,"UNIDAD",,,,,,"18000","18000","20160","0","0","12","0","0",,
"165",,,"3","3","1","PROLENE 6/0 E-11 REF 8697","PROLENE 6/0 E-11 REF 8697",,"UNIDAD",,,,,,"14125","14125","15820","0","0","12","0","0",,
"166",,,"3","3","1","PROLENE 6/0 REF 8726","PROLENE 6/0 REF 8726",,"UNIDAD",,,,,,"18000","18000","20160","0","0","12","0","0",,
"167",,,"2","2","1","PROSTIGMINE 0.5MG","PROSTIGMINE 0.5MG",,"MG",,"0.5",,,,"1261","1261","1412","0","0","12","0","0",,"A"
"168",,,"3","3","1","PLACA DESCHABLE CON CORDON PARA ELE","PLACA DESCHABLE CON CORDON PARA ELE",,"UNIDAD",,,,,,"13340","13340","14941","0","0","12","0","0",,"A"
"169",,,"3","3","1","PROTECTOR OCULAR","PROTECTOR OCULAR",,"UNIDAD",,,,,,"862","862","965","0","0","12","0","0",,"A"
"170","N01AX10","N01AX10","1","1","1","PROPOFOL USP 200MG/20ML EMULSION INYECTABLE","PROPOFOL USP 200MG/20ML EMULSION INYECTABLE","INY","MG",,"200",,,,"23595","23595","26426","0","0","12","0","0",,"A"
"171",,,"2","2","1","PRICANEST 3%","PRICANEST 3%",,"%",,"3",,,,"600","600","672","0","0","12","0","0",,"A"
"172","M03AB01","M03AB01","1","1","1","QUELICIN 1000 MG/10 ML","QUELICIN 1000 MG/10 ML","INY","MG",,"1000",,,,"1872","1872","2097","0","0","12","0","0",,"A"
"173",,,"3","3","1","SEDA 3/0","SEDA 3/0",,"UNIDAD",,,,,,"5680","5680","6362","1","0","12","2","0",,
"174",,,"3","3","1","SEDA 4/0 REF SSP 52T","SEDA 4/0 REF SSP 52T",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"175",,,"3","3","1","SEDA 5/0 REF 719 - 140 - 640","SEDA 5/0 REF 719 - 140 - 640",,"UNIDAD",,,,,,"12150","12150","13608","0","0","12","0","0",,
"176",,,"3","3","1","SEDA 6/0 REF 139 - 639","SEDA 6/0 REF 139 - 639",,"UNIDAD",,,,,,"12000","12000","13440","0","0","12","0","0",,
"177","N01AB08","N01AB08","1","1","1","SEVORANE INHALADOR AL 100%","SEVORANE INHALADOR AL 100%",,"%",,"100",,,,"445000","445000","498400","0","0","12","0","0",,"A"
"178","B05XS04","B05XS04","1","1","1","SOLUCION SALINA BALANCEADA X 10ML BOLSA","SOLUCION SALINA BALANCEADA X 10ML BOLSA","BOLSA","ML",,,,,,"0","0","0","0","0","12","0","0",,"A"
"179","B05XS04","B05XS04","1","1","1","SOLUCION SALINA BALANCEADA X 500ML BOLSA","SOLUCION SALINA BALANCEADA X 500ML BOLSA","BOLSA","ML",,,,,,"9108","9108","10201","0","0","12","0","0",,"A"
"180","00029523-05","B05BS04","1","1","1","CLORURO DE SODIO 0.9% SOLUCIÓN INYECTABLE X 500ML","CLORURO DE SODIO 0.9% SOLUCIÓN INYECTABLE X 500ML","BOLSA","ML",,"500",,,,"1911","1900","2140","0","0","12","35","0",,
"181",,,"3","3","1","SOLUCORTEF X 500MG X 4 ML","SOLUCORTEF X 500MG X 4 ML",,"UNIDAD",,,,,,"39252","39252","43962","0","0","12","0","0",,"A"
"182",,,"3","3","1","SONDA NELATON # 14","SONDA NELATON # 14",,"UNIDAD",,,,,,"861","489","964","0","0","12","0","0",,
"183",,,"3","3","1","SPINOCAN G 22 X 3 1/2","SPINOCAN G 22 X 3 1/2",,"UNIDAD",,,,,,"3500","3500","3920","0","0","12","0","0",,"A"
"184",,,"3","3","1","SPINOCAN G 26 X 31/2","SPINOCAN G 26 X 31/2",,"UNIDAD",,,,,,"5842","5842","6543","0","0","12","0","0",,"A"
"185",,,"3","3","1","SURGECEL","SURGECEL",,"UNIDAD",,,,,,"15833","15833","17733","0","0","12","0","0",,"A"
"186",,,"3","3","1","SEDA 2/0","SEDA 2/0",,"UNIDAD",,,,,,"5680","5680","6362","1","0","12","2","0",,
"187",,,"3","3","1","TAPONIN NO 14","TAPONIN NO 14",,"UNIDAD",,,,,,"960","960","1075","0","0","12","0","0",,"A"
"188",,,"3","3","1","TEGADERM REF 1626W","TEGADERM REF 1626W",,"UNIDAD",,,,,,"3960","5150","4435","0","0","12","0","0",,"A"
"189","S01AA30","S01AA30","1","1","1","TERRAMICINA UNGENTO OFTALMICO","TERRAMICINA UNGENTO OFTALMICO","UNG","MG",,,,,,"2010","2010","2251","0","0","12","0","0",,"A"
"190",,,"3","3","1","TERMOMETRO ORAL","TERMOMETRO ORAL",,"UNIDAD",,,,,,"0","0","0","0","0","12","7","0",,
"191",,,"3","3","1","TERMOMETRO RECTAL","TERMOMETRO RECTAL",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"192",,,"1","1","1","THALAMONAL AMP X 10ML","THALAMONAL AMP X 10ML","INY","MG",,,,,,"4851","4851","5433","0","0","12","0","0",,"A"
"193",,,"2","2","1","THIOPENTAL","THIOPENTAL",,"MG",,,,,,"13590","13590","15221","0","0","12","0","0",,"A"
"194",,,"3","3","1","TORUNDA DE GRASA","TORUNDA DE GRASA",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"195",,,"3","3","1","TRANSPORE DE 1""","TRANSPORE DE 1""",,"UNIDAD",,,,,,"3563","3563","3991","0","0","12","0","0",,"A"
"196",,,"3","3","1","TUBO ENDOTRAQUEAL SIN BALON 2.5","TUBO ENDOTRAQUEAL SIN BALON 2.5",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"197",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 3.0","TUBO ENDOTRAQUEAL CON BALON 3.0",,"UNIDAD",,,,,,"3188","0","3571","1","0","12","2","0",,
"198",,,"3","3","1","TUBO ENDOTRAQUEAL SIN BALON 3.5","TUBO ENDOTRAQUEAL SIN BALON 3.5",,"UNIDAD",,,,,,"3188","0","3571","0","0","12","2","0",,
"199",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 4.0","TUBO ENDOTRAQUEAL CON BALON 4.0",,"UNIDAD",,,,,,"3188","0","3571","1","0","12","2","0",,
"200",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 4.5","TUBO ENDOTRAQUEAL CON BALON 4.5",,"UNIDAD",,,,,,"3188","0","3571","1","0","12","2","0",,
"201",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 5.0","TUBO ENDOTRAQUEAL CON BALON 5.0",,"UNIDAD",,,,,,"3188","0","3571","1","0","12","2","0",,
"202",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 5.5","TUBO ENDOTRAQUEAL CON BALON 5.5",,"UNIDAD",,,,,,"3188","0","3571","1","0","12","2","0",,
"203",,,"3","3","1","TUBO ENDOTRAQUEAL PLASTICO CON BALO","TUBO ENDOTRAQUEAL PLASTICO CON BALO",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"204",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 5.5","TUBO ENCOTRAQUEAL CON BALON 5.5",,"UNIDAD",,,,,,"6000","0","6720","0","0","12","0","0",,
"205",,,"3","3","1","TUBO ENDORAQUEAL CON BALON 6.0","TUBO ENCOTRAQUEAL CON BALON 6.0",,"UNIDAD",,,,,,"3188","0","3571","0","0","12","2","0",,
"206",,,"3","3","1","TUBO ENDOTRAQUEAL SIN BALON 6.5","TUBO ENCOTRAQUEAL SIN BALON 6.5",,"UNIDAD",,,,,,"6000","0","6720","0","0","12","0","0",,"A"
"207",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 6.5","TUBO ENCOTRAQUEAL CON BALON 6.5",,"UNIDAD",,,,,,"6000","0","6720","0","0","12","0","0",,
"208",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 7.0","TUBO ENCOTRAQUEAL CON BALON 7.0",,"UNIDAD",,,,,,"6000","3600","6720","0","0","12","0","0",,
"209",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 7.5","TUBO ENCOTRAQUEAL CON BALON 7.5",,"UNIDAD",,,,,,"6000","4045","6720","0","0","12","0","0",,
"210",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 8.0","TUBO ENCOTRAQUEAL CON BALON 8.0",,"UNIDAD",,,,,,"6000","2970","6720","0","0","12","0","0",,
"211",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 8.5","TUBO ENCOTRAQUEAL CON BALON 8.5",,"UNIDAD",,,,,,"6000","3000","6720","0","0","12","0","0",,
"212",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON 9.0","TUBO ENCOTRAQUEAL CON BALON 9.0",,"UNIDAD",,,,,,"6000","4100","6720","0","0","12","0","0",,
"213",,,"3","3","1","TUBO DE TORAX # 32","TUBO DE TORAX # 32",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"214",,,"3","3","1","TUCURIN X 3MG AMPOLLA","TUCURIN X 3MG AMPOLLA","INY","MG",,"3",,,,"33100","33100","37072","0","0","12","0","0",,"A"
"215",,,"3","3","1","TUBO ENDOTRAQUEAL CON BALON ENBORCH","TUBO ENDOTRAQUEAL CON BALON ENBORCH",,"UNIDAD",,,,,,"0","25200","0","0","0","12","0","0",,"A"
"216",,,"1","1","1","VALIUM X 10MG AMPOLLA","VALIUM X 10MG AMPOLLA","INY","MG",,"10",,,,"245","245","274","0","0","12","0","0",,"A"
"217",,,"3","3","1","VENDA ELASTICA DE 3X5","VENDA ELASTICA DE 3X5",,"UNIDAD",,,,,,"400","400","448","0","0","12","0","0",,
"218",,,"3","3","1","VENDA ELASTICA DE 4X5","VENDA ELASTICA DE 4X5",,"UNIDAD",,,,,,"2332","900","2612","0","0","12","0","0",,
"219",,,"3","3","1","VENDA ELASTICA DE 5X5","VENDA ELASTICA DE 5X5",,"UNIDAD",,,,,,"2554","1500","2860","0","0","12","3","0",,
"220",,,"3","3","1","VENDA ELASTICA DE 6X5","VENDA ELASTICA DE 6X5",,"UNIDAD",,,,,,"2487","6628","2785","0","0","12","3","0",,
"221",,,"3","3","1","VENDAJE DE MASTOIDE","VENDAJE DE MASTOIDE",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"222",,,"3","3","1","VENDA DE TELA 4X5","VENDA DE TELA 4X5",,"UNIDAD",,,,,,"1235","1235","1383","0","0","12","0","0",,
"223",,,"3","3","1","VENDA DE TELA 6X5","VENDA DE TELA 6X5",,"UNIDAD",,,,,,"1859","1859","2082","0","0","12","0","0",,
"224",,,"3","3","1","VENDA DE YESO 4X5","VENDA DE YESO 4X5",,"UNIDAD",,,,,,"5517","5785","6179","0","0","12","3","0",,
"225",,,"3","3","1","VENDA DE YESO 5X5","VENDA DE YESO 5X5",,"UNIDAD",,,,,,"8596","2900","9628","0","0","12","3","0",,
"226",,,"3","3","1","VENDA DE YESO 6X5","VENDA DE YESO 6X5",,"UNIDAD",,,,,,"10029","5700","11232","0","0","12","3","0",,
"227","J01DB09","J01DB09","1","1","1","VERACEF X 1GR AMPOLLA","VERACEF X 1GR AMPOLLA","INY","MG",,"1",,,,"8888","8888","9955","0","0","12","0","0",,"A"
"228","J01DB09","J01DB09","1","1","1","VERACEF CAPSULAS X 500MG","VERACEF CAPSULAS X 500MG","CAP","MG",,"500",,,,"0","0","0","0","0","12","0","0",,"A"
"229",,,"3","3","1","WIDASE (HIALUNONDASA)","WIDASE (HIALUNONDASA)",,"UNIDAD",,,,,,"85000","85000","95200","0","0","12","0","0",,"A"
"230","C01BL01","C01BL01","1","1","1","LIDOCAINA CLORHIDRATO SOL .INY 2%","LIDOCAINA CLORHIDRATO SOL .INY 2%","INY","%",,"2",,,,"3084","3084","3454","0","0","12","0","0",,"A"
"231","N01BB02","N01BB02","1","1","1","LIDOCAINA + DEXTROSA SOL. INY 5%","LIDOCAINA + DEXTROSA SOL. INY 5%","INY","%",,"5",,,,"4800","4800","5376","0","0","12","0","0",,
"232","N01BL08","N01BL08","1","1","1","LIDOCAINA CLORHIDRATO GEL 2%","LIDOCAINA CLORHIDRATO GEL 2%","GEL","%",,"2",,,,"4646","4646","5204","0","0","12","0","0",,"A"
"233","N01BB02","N01BB02","1","1","1","LIDOCAINA CLORHIDRATO AEROSOL 10%","LIDOCAINA CLORHIDRATO AEROSOL 10%","AEROSOL","%",,"10",,,,"16490","16490","18469","0","0","12","0","0",,"A"
"234","N01BB02","N01BB02","1","1","1","LIDOCAINA CLORHIDRATO CON EP. 2%  AMPOLLA","LIDOCAINA CLORHIDRATO CON EP. 2%  AMPOLLA","INY","%",,"2",,,,"2240","2240","2509","0","0","12","0","0",,"A"
"235",,,"2","2","1","ZOFRAN X 4MG (ONDANS)","ZOFRAN X 4MG (ONDANS)",,"MG",,"4",,,,"6390","6390","7157","0","0","12","0","0",,"A"
"236","M01AE03","M01AE03","3","1","1","DOLOMAX","DOLOMAX","TAB","MG",,,,,,"1002","0","1122","0","0","12","0","0",,"A"
"237",,,"3","3","1","MALLA PROLENE 140 CM","MALLA PROLENE 140 CM",,"UNIDAD",,,,,,"39200","0","43904","0","0","12","0","0",,"A"
"238",,,"3","1","1","DERECHO DE CABLE","DERECHO DE CABLE",,,,,,,,"0","0","0","0","0","12","0","0",,"A"
"239",,,"3","3","1","ESMERON X CC","ESMERON X CC",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"240",,,"2","2","1","PROVISC","PROVISC","INY","MG",,"UNIDAD",,,,"0","0","0","0","0","12","0","0",,"A"
"241","N01BB02","N01BB02","1","1","1","LIDOCAINA AL 2% SIMPLE","LIDOCAINA AL 2% SIMPLE","INY","%",,"2",,,,"0","0","0","0","0","12","0","0","S","A"
"242",,,"3","3","1","NYLON","NYLON",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"243","H02AB08","H02AB08","1","1","1","KENACORT® A I.M. 40 MG/ML SUSPENSION INYECTABLE","KENACORT® A I.M. 40 MG/ML SUSPENSION INYECTABLE","INY","MG",,"40",,,,"0","0","0","0","0","12","0","0","S","A"
"244",,,"3","1","1","DERECHOS DE FACOEMULSIFICADOR","DERECHOS DE FACOEMULSIFICADOR","FACO","FACO",,"FACO",,,,"0","0","0","0","0","12","0","0",,"A"
"245",,,"3","3","1","CUCHILLETE FACO 2.75","CUCHILLETE FACO 2.75",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"246",,,"3","3","1","CUCHILLETE FACO 15","CUCHILLETE FACO 15",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"247",,,"3","3","1","MANGUERA FACO","MANGUERA FACO",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"248",,,"3","3","1","DISCOVISC","DISCOVISC",,"UNIDAD",,,,,,"183093","0","205064","0","0","12","0","0",,"A"
"249",,,"3","3","1","ONDASETRON","ONDASETRON",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"250",,,"3","3","1","ULTIVA","ULTIVA",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"251",,,"3","3","1","EXTENSION DE ANESTESIA","EXTENSION DE ANESTESIA",,"UNIDAD",,,,,,"1447","0","1621","0","0","12","4","0",,
"252",,,"3","3","1","HOJA DE BISTURI 10","HOJA DE BISTURI 10",,"UNIDAD",,,,,,"0","0","0","0","16","12","0","0","N",
"253","J01DB04","J01DB04","1","1","1","CEFAZOLINA X 1 GR","CEFAZOLINA X 1 GR","INY","GR",,"1",,,,"0","0","0","0","0","12","0","0","N",
"254",,,"3","3","1","AGUJA X ANESTESIA RAQUIDEA","AGUJA X ANESTESIA RAQUIDEA",,"UNIDAD",,,,,,"0","0","0","0","16","12","0","0","N","A"
"255",,,"3","3","1","GLUCOMETRIA","GLUCOMETRIA",,"UNIDAD",,,,,,"0","0","0","0","16","12","0","0","N","A"
"256","M01AB15","M01AB15","1","1","1","KETRON X 10 MG TABLETA","KETRON X 10 MG TABLETA","TAB","MG",,"10",,,,"0","0","0","0","16","12","0","0","N","A"
"257","A03FA01","A03FA01","1","1","1","METOCLOPRAMIDA(CLORHIDRATO)10 MG /2ML","METOCLOPRAMIDA(CLORHIDRATO)10 MG /2ML","INY","MG",,"10",,,,"400","0","448","0","16","12","0","0","N","A"
"258",,,"3","3","1","MALLA ANTIEMBOLICA","MALLA ANTIEMBOLICA",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0","N","A"
"259",,"NITROGLICERINA","1","1","1","NITROGLICERINA 50MG/10ML SOLUCIÓN INYECTABLE","NITROGLICERINA 50MG/10ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"50MG/10ML",,,,"0","0","0","0","0","12","2","0","N",
"260",,,"3","3","1","OSMORIN","OSMORIN",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0","N","A"
"261",,,"3","3","1","POLY PROPILENE 1010","POLY PROPILENE 1010",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0","N","A"
"262","N01BB02","N01BB02","1","1","1","ROXICAINA 1% SIMPLE FRASCO VIAL.","ROXICAINA 1% SIMPLE FRASCO VIAL.","INY","%",,"1",,,,"0","0","0","0","16","12","0","0","N","A"
"263","N01BB02","N01BB02","1","1","1","ROXICAINA® JALEA AL 2%","ROXICAINA® JALEA AL 2%","JALEA","%",,"2",,,,"0","0","0","0","16","12","0","0","N","A"
"264",,,"1","1","1","RILATEN® 20MG/2ML SOLUCIÓN INYECTABLE","RILATEN® 20MG/2ML SOLUCIÓN INYECTABLE","INY","MG",,"20",,,,"0","0","0","0","0","12","0","0","N","A"
"265","N01BB02","N01BB02","1","1","1","ROXICAINA® 2% SIMPLE","ROXICAINA® 2% SIMPLE","INY","%",,"2",,,,"0","0","0","0","0","12","0","0","N","A"
"266",,,"3","3","1","SEDA NEGRA TRENZADA","SEDA NEGRA TRENZADA",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0","N","A"
"267","R03CC53","R03CC53","2","1","1","TERBUROP AMPOLLA X 0.5 MG","TERBUROP AMPOLLA X 0.5 MG","INY","UNIDAD",,"0.5",,,,"0","0","0","0","0","12","0","0","N","A"
"268","N05CM18","N05CM18","1","1","1","PRECEDEX AMPOLLA","PRECEDEX AMPOLLA","INY","MG",,,,,,"94350","0","105672","0","16","12","0","0","n","A"
"269","A01AD01","A01AD01","1","1","1","EPINEFRINA HCL 1MG/ML INYE","EPINEFRINA HCL 1MG/ML INYE","INY","MG",,"1",,,,"600","0","672","0","0","12","0","0",,
"270","N01AX03","N01AX03","1","1","1","KETAMINA 500 MG/10 ML","KETAMINA 500 MG/10 ML","INY","MG",,"500",,,,"0","0","0","0","16","12","0","0",,"A"
"271",,,"2","1","1","CIPROFLOXACIINA","CIPROFLOXACIINA","AMP","AMP",,"AMP",,,,"0","0","0","0","0","12","0","0",,"A"
"272",,,"3","3","1","EQUIPO MACROGOTEO PARA BOMBA","EQUIPO MACROGOTEO PARA BOMBA",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"273","J01FF01","J01FF01","1","1","1","CLINDAMICINA 600MG/4ML","CLINDAMICINA 600MG/4ML","INY","MG",,"600",,,,"2189","0","2452","0","0","12","0","0",,
"274","H02AB02","H02AB02","1","1","1","DEXAMETASONA","DEXAMETASONA","INY","MG",,"MG",,,,"0","0","0","0","0","12","0","0",,"A"
"275",,,"3","3","1","AGUJA KIRSCHNER","AGUJA KIRSCHNER",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"276","N01AX07","N01AX07","1","1","1","ETOMIDATO AMPOLLA 2 MG /ML","ETOMIDATO AMPOLLA 2 MG /ML","INY","MG",,"2",,,,"0","0","0","0","0","12","0","0",,"A"
"277","J01XA01","J01XA01","1","1","1","VANCOMICINA AMPOLLA","VANCOMICINA AMPOLLA","INY","MG",,"MG",,,,"0","0","0","0","16","12","0","0",,"A"
"278","L01DC03","L01DC03","1","1","1","MITOMICINA AMPOLLA","MITOMICINA AMPOLLA","INY","MG",,,,,,"0","0","0","0","0","12","0","0",,"A"
"279","19914355-05","N02BE01","1","1","1","ACETAMINOFEN 500MG TABLETAS","ACETAMINOFEN 500MG TABLETAS","TABLETA","MG",,"500",,,,"29","0","32","0","0","12","762","0",,
"280","N02BE01","N02BE01","1","1","1","ACETATO DE ALUMINIO LOCION FRASCO X 120 ML","ACETATO DE ALUMINIO LOCION FRASCO X 120 ML","FCO","MG",,"500",,,,"0","0","0","0","0","12","0","0",,
"281","J05AB01","J05AB01","1","1","1","ACICCLOVIR 200MG TABLETA","ACICCLOVIR 200MG TABLETA","TAB","MG",,"200",,,,"0","0","0","0","0","12","0","0",,
"282","D06BB03","D06BB03","1","1","1","ACICLOVIR 5% UNGUENTO TOPICO TUBO *15GR","ACICLOVIR 5% UNGUENTO TOPICO TUBO *15GR","UNG","MG",,"5",,,,"0","0","0","0","0","12","0","0",,
"283","19936296-02","N02BA01","1","1","1","ACIDO ACETIL SALICILICO 100MG TABLETA","ACIDO ACETIL SALICILICO 100MG TABLETA","TABLETA","MG",,"100",,,,"18","0","20","0","0","12","809","0",,
"284","A11GA01","A11GA01","1","1","1","ACIDO ASCORBICO VITAMINA C 500 MG","ACIDO ASCORBICO VITAMINA  C 500 MG","TAB","MG",,"500",,,,"240","0","269","0","0","12","0","0",,
"285","B03BB01","B03BB01","1","1","1","ACIDO FOLICO 1MG TABLETA","ACIDO FOLICO 1MG TABLETA","TABLETA","MG",,"1",,,,"23","0","26","0","0","12","207","0",,
"286","19956468-01","N03AG01","1","1","1","ACIDO VALPROICO 250MG CAPSULA","ACIDO VALPROICO 250MG CAPSULA","CAPSULA","MG",,"250",,,,"100","0","120","0","0","12","1860","0",,
"287","P02CA03","P02CA03","1","1","1","ALBENDAZOL 200MG TABLETA","ALBENDAZOL 200MG TABLETA","TABLETA","MG",,"200",,,,"185","0","207","0","0","12","60","0",,
"288","N05BA12","N05BA12","1","1","1","ALPRAZOLAM 0.25MG TABLETA","ALPRAZOLAM 0.25MG TABLETA","TABLETA","MG",,"0.25",,,,"76","0","86","0","0","12","56","0",,
"289","J01GB06","J01GB06","1","1","1","AMIKACINA SULFATO 500 MG/2 ML","AMIKACINA SULFATO 500 MG/2 ML","INY","MG",,"500",,,,"1560","0","1747","0","0","12","0","0",,
"290","C01BD01","C01BD01","1","1","1","AMIODARONA CLORHIDRATO 150MG/3ML SOLUCIÓN INYECTAB","AMIODARONA CLORHIDRATO 150MG/3ML SOLUCIÓN INYECTAB","INYECTABLE","MG/ML",,"150MG/3ML",,,,"1607","0","1800","0","0","12","5","0",,
"291","N06AA09","N06AA09","1","1","1","AMITRIPTILINA 25MG TABLETA","AMITRIPTILINA 25MG TABLETA","TABLETA","MG",,"25",,,,"30","0","34","0","0","12","0","0",,
"292","C08CA01","C08CA01","1","1","1","AMLODIPINO 5MG TABLETA","AMLODIPINO 5MG TABLETA","TABLETA","MG",,"5",,,,"19","0","21","0","0","12","267","0",,
"293","J01CA04","J01CA04","1","1","1","AMOXICILINA 500MG CAPSULA","AMOXICILINA 500MG CAPSULA","CAPSULA","MG",,"500",,,,"130","0","146","0","0","12","132","0",,
"294","J01CR01","J01CR01","1","1","1","AMPICILINA 1G +SULBACTAM 0.5 G AMP","AMPICILINA 1G +SULBACTAM 0.5 G AMP","INY","MG",,"0.5",,,,"3705","0","4150","0","0","12","0","0",,
"295","J01CA01","J01CA01","1","1","1","AMPICILINA SODICA 1G POLVO PARA RECONSTITUIR","AMPICILINA SODICA 1G POLVO PARA RECONSTITUIR","POLVO PARA RECONSTIT","GR",,"1",,,,"1845","0","2066","0","0","12","50","0",,
"296","J01CA01","J01CA01","1","1","1","AMPICILINA 500MG CAPSULA","AMPICILINA 500MG CAPSULA","CAP","MG",,"500",,,,"360","0","403","0","0","12","0","0",,
"297","19908144-02","C10AA05","1","1","1","ATORVASTATINA X 20MG","ATORVASTATINA X 20MG","TAB","MG",,"20",,,,"62","0","69","0","0","12","0","0",,
"298","J01FA10","J01FA10","1","1","1","AZITROMICINA 500 MG","AZITROMICINA 500 MG","TAB","MG",,"500",,,,"1500","0","1680","0","0","12","0","0",,
"299","19982505-01","R01AD01","1","1","1","BECLOMETASONA DIPIRONATO 250 MCG INH BUCAL X 200","BECLOMETASONA DIPIRONATO 250 MCG INH BUCAL X 200","INH","MCG",,"250",,,,"9492","0","10631","0","0","12","6","0",,
"300","P03AX01","P03AX01","1","1","1","BENCILO BENZOATO 30% LOCION FCO","BENCILO BENZOATO 30% LOCION FCO","LOCION","%",,"30",,,,"12300","0","13776","0","0","12","0","0",,
"301","R03AK03","R03AK03","1","1","1","FENOTEROL + B. DE IPRATROPIO 0.50+0.25MG/ML SLN PA","FENOTEROL + B. DE IPRATROPIO 0.50+0.25MG/ML SLN PA","FRASCO","MG/ML",," 0.50+0.25MG/ML",,,,"66726","0","74733","0","0","12","2","0",,
"302","D07AC01","D07AC01","1","1","1","BETAMETASONA 0.05% CREMA TOPICA X 15MG","BETAMETASONA 0.05% CREMA TOPICA X 15MG","TUBO","%",,"0.05 X 15 MG",,,,"1747","0","1957","0","0","12","7","0",,
"303","N04AA02","N04AA02","1","1","1","BIPERIDENO CLORHIDRATO 2MG TABLETA","BIPERIDENO CLORHIDRATO 2MG TABLETA","TABLETA","MG",,"2",,,,"207","0","232","0","0","12","291","0",,
"304","N04AA02","N04AA02","1","1","1","BIPERIDENO 5 MG / ML AMPOLLA","BIPERIDENO 5 MG / ML AMPOLLA","INY","MG",,"5 MG / ML",,,,"0","0","0","0","0","12","0","0",,
"305","19953922-02","A06AB02","1","1","1","BISACODILO 5MG TABLETA","BISACODILO 5MG TABLETA","TABLETA","MG",,"5",,,,"26","0","29","0","0","12","78","0",,
"306","A11CC04","A11CC04","1","1","1","CALCITRIOL 0.50 MCG CAPSULA","CALCITRIOL 0.50 MCG CAPSULA","CAP","MG",,"0.50",,,,"300","0","336","0","0","12","0","0",,
"307","C09AA01","C09AA01","1","1","1","CAPTOPRIL 25MG TABLETA","CAPTOPRIL 25MG TABLETA","TABLETA","MG",,"25",,,,"78","0","87","0","0","12","88","0",,
"308","N03AF01","N03AF01","1","1","1","CARBAMAZEPINA 200MG TABLETA","CARBAMAZEPINA 200MG TABLETA","TABLETA","MG",,"200",,,,"180","0","202","0","0","12","2394","0",,
"309","J01DB01","J01DB01","1","1","1","CEFALEXINA 500MG CAPSULA","CEFALEXINA 500MG CAPSULA","CAPSULA","MG",,"500",,,,"219","0","245","0","0","12","273","0",,
"310","J01DB09","J01DB09","1","1","1","CEFRADINA 1 G POLVO INY","CEFRADINA 1 G POLVO INY","INY","MG",,"1",,,,"3700","0","4144","0","0","12","0","0",,
"311","J01DB09","J01DB09","1","1","1","CEFRADINA 500 MG","CEFRADINA 500 MG","TAB","MG",,"500",,,,"850","0","952","0","0","12","0","0",,
"312","J01DD54","J01DD54","1","1","1","CEFTRIAXONA 1G POLVO PARA RECONSTITUIR","CEFTRIAXONA 1G POLVO PARA RECONSTITUIR","POLVO PARA RECOSTIT","GR",,"1",,,,"2127","0","2382","0","0","12","39","0",,
"313","J01MA02","J01MA02","1","1","1","CIPROFLOXACINO 100MG/10ML SOLUCIÓN INYECTABLE","CIPROFLOXACINO 100MG/10ML SOLUCIÓN INYECTABLE","SOLUCION INYECTABLE","MG/ML",,"100MG/10ML",,,,"2239","0","2508","0","0","12","30","0",,
